parcel,bedrooms,bathrooms,living_area,total_value,half_baths,construction_quality,condition_score,garage_type,finished_basement_No,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
71212026,2,1,1248,93000,1,5,5,2,2,9900,6,90,98580,179550
71212027,3,1,1406,122900,1,4,6,2,2,9900,6,86,0,0
71212028,3,1,1074,111800,0,6,6,1,2,10250,6,74,114900,0
71212029,4,1,1785,135500,1,5,5,5,2,10018,6,70,142140,153400
71212031,4,1,1535,129000,0,6,6,5,1,10250,6,74,142790,0
71212032,2,1,1312,121900,1,6,6,2,1,10250,6,79,0,153520
71212033,3,1,1313,127900,1,6,5,5,2,10250,6,71,185090,190460
71212034,4,1,1449,124900,1,5,6,5,2,10250,6,71,157300,211400
71212035,3,1,1333,111000,1,5,5,5,2,10250,6,69,126365,0
71212036,3,1,1525,127900,1,5,6,5,2,10250,6,75,174070,178585
71212037,3,1,1200,106300,0,6,5,2,1,10250,6,75,0,0
71212038,4,1,1929,139000,1,5,6,5,2,10250,6,73,178020,164640
71212039,3,1,1225,107700,1,5,5,2,2,10250,6,70,160720,0
71212041,3,1,1144,101500,1,6,6,5,2,10250,6,70,133900,110635
71212042,4,1,1294,109300,0,5,5,5,2,9078,6,72,70800,0
71212043,4,1,1452,134100,0,5,7,5,2,8900,6,71,167585,0
71212044,3,1,1192,114900,0,5,6,2,2,8544,6,91,75000,85000
71212045,4,1,1214,116300,0,6,6,5,1,8544,6,73,0,0
71212046,3,1,1066,100600,0,5,5,2,2,8544,6,64,0,0
71212047,4,2,2012,126200,0,5,5,2,2,8900,6,64,208980,186010
71212048,4,1,2012,126300,0,5,5,2,2,8850,6,64,151500,0
71212049,2,1,1096,102500,0,5,5,2,2,8850,6,64,0,0
71212050,3,1,1509,126200,0,5,6,2,1,8850,6,64,0,204700
71212051,3,1,1708,119200,1,5,5,2,2,8850,6,64,142994,0
71212052,3,1,1626,117200,0,5,5,2,2,8850,6,64,162260,0
71212053,3,1,1618,117300,0,5,5,2,2,8850,6,64,222940,0
71212054,4,1,1644,115900,0,5,5,2,2,8319,6,64,199955,0
71212056,4,1,2354,138200,1,6,5,2,2,9072,6,61,323200,314340
71212057,4,2,1843,158300,1,7,6,5,2,9072,6,61,181790,181790
71212058,4,2,1885,144400,1,7,6,5,2,9072,6,61,295075,267000
71212059,4,2,2131,151400,1,7,6,5,2,9072,6,61,0,0
71212060,4,2,1745,140000,1,7,6,5,2,9072,6,62,168311,0
71212061,4,2,2257,155000,1,7,6,5,1,9072,6,61,0,195800
71212062,4,1,2030,152500,1,5,5,5,2,7875,6,62,189280,229425
71212063,4,1,1745,132700,1,5,6,5,2,7875,6,62,251020,222500
71212064,4,1,1745,116700,1,7,5,5,2,7182,6,62,222630,125280
71212065,4,1,1745,116000,1,6,6,5,2,7182,6,62,122960,0
71212066,4,1,1991,143600,2,7,5,5,2,7812,6,61,179200,187550
71213018,2,1,837,80200,0,4,6,1,2,8250,6,90,0,0
71213019,2,1,1251,108700,0,4,5,5,2,8250,6,71,0,123500
71213020,2,1,1494,112100,0,4,5,2,2,7500,6,94,144560,0
71213021,3,1,1140,102900,0,4,5,2,2,7500,6,70,61600,56000
71213022,2,1,942,96200,0,4,5,2,2,7500,6,72,0,0
71213023,3,1,1248,115700,0,5,6,2,1,7500,6,73,0,0
71213024,2,2,1648,114900,0,5,5,2,1,7500,6,80,46800,47880
71213025,2,2,1653,115300,0,5,5,2,2,7500,6,95,144855,0
71213026,1,1,868,102300,0,5,6,2,2,7500,6,90,172140,142760
71213027,3,1,1442,121700,1,5,6,2,2,7500,6,95,0,152950
71213028,3,1,1544,124700,1,5,6,2,1,7500,6,71,163830,0
71213029,2,1,1212,104900,0,4,5,2,2,7500,6,71,124880,0
71213030,3,1,1561,124700,0,5,6,2,2,7500,6,92,138860,191820
71213031,3,1,1212,104200,1,5,5,2,2,7500,6,71,107852,196268
71213032,3,1,1232,104800,0,5,6,2,2,7500,6,76,133900,119600
71213033,3,1,1225,115000,0,5,6,2,2,7500,6,75,0,0
71213034,3,1,1350,107900,1,5,5,2,2,7500,6,81,0,0
71213035,2,1,1080,101100,0,4,5,5,2,7500,6,81,150495,163280
71213036,3,1,1180,104000,1,4,5,5,2,7500,6,81,115050,60325
71213037,2,1,1461,111100,0,4,5,2,2,7500,6,70,161090,124592
71213038,2,1,1010,98900,0,4,5,2,2,7500,6,72,172900,142800
71213039,4,1,1657,127400,2,5,6,5,2,7500,6,63,155000,149500
71213040,3,1,1865,122900,0,4,6,2,2,7500,6,96,0,150290
71213041,3,1,1248,115900,0,5,6,2,2,7500,6,81,74480,0
71213042,3,1,1248,105100,0,5,5,2,2,7500,6,84,80600,0
71213043,3,1,1276,106300,0,5,5,2,2,7500,6,84,171770,156400
71213044,3,1,1358,117400,0,4,6,2,2,7500,6,84,136400,95228
71213045,3,2,1176,103200,0,5,5,2,2,7500,6,74,0,0
71213046,2,1,1426,119800,0,4,6,2,1,7500,6,70,0,0
71213047,3,2,1368,117900,0,4,6,2,2,7500,6,95,108560,45880
71213048,3,1,1248,108100,1,5,5,5,2,8250,6,75,0,195990
71213049,2,1,902,92900,0,5,5,2,2,6750,6,69,0,0
71213051,3,1,1428,108600,0,5,5,5,2,8305,6,72,40250,0
71213052,3,1,1460,111100,0,5,5,2,2,7600,6,96,0,102580
71213053,2,1,1278,115800,0,4,6,1,2,7600,6,95,141110,188500
71213054,3,1,1194,107600,0,4,5,2,2,7650,6,91,0,0
71213055,4,1,1323,117500,0,4,6,2,2,7650,6,69,0,140740
71213056,2,1,1092,109800,0,4,6,2,2,7650,6,69,114700,200220
71213057,3,1,1225,105100,0,5,5,2,2,7700,6,76,0,168980
71213058,3,1,1200,115200,0,5,6,2,2,7700,6,72,223300,199500
71213059,3,1,1200,114600,0,5,6,5,1,7700,6,76,158620,165200
71213060,2,1,1004,98700,0,4,5,2,2,7750,6,71,120270,0
71213061,4,2,1212,114300,0,4,6,2,1,7750,6,72,130691,0
71213062,3,1,1656,129400,1,6,6,2,1,7750,6,33,240210,135100
71213063,2,1,1200,104900,0,5,5,2,2,7800,6,103,158500,0
71213064,4,1,1608,115900,0,4,5,5,2,7800,6,69,198320,0
71213065,3,1,1200,104700,0,5,5,2,2,7850,6,73,133900,130982.5
71213066,2,1,1057,91200,0,4,5,2,2,6750,6,60,127100,0
71213067,2,2,1105,113000,0,4,6,2,1,6750,6,78,152273,0
71213068,2,1,1296,132200,1,4,5,5,2,13500,6,79,111450,0
71213070,4,1,1353,105500,0,4,5,2,2,6500,6,65,204240,161090
71213071,4,1,1554,111700,0,4,5,2,2,6750,6,64,198170,0
71213072,3,1,1446,108600,1,5,5,2,2,6750,6,72,98136,0
71213073,3,1,1397,107400,1,5,5,2,2,6750,6,72,132160,222940
71213074,3,1,1225,102800,0,5,5,2,2,6750,6,76,93100,0
71213075,3,1,1200,101900,0,5,5,2,2,6750,6,76,0,0
71213076,2,1,960,103800,0,5,6,2,2,6750,6,78,176900,167990
71213077,3,1,1212,102800,0,4,5,2,1,6750,6,70,203280,153220
71213078,3,1,1200,112600,0,5,6,2,2,6750,6,81,112750,0
71213079,3,2,1431,93500,0,4,5,2,2,6075,6,70,108891,185900
71213080,3,1,1284,94900,0,4,4,2,2,6480,6,68,93000,0
71213081,2,1,1040,98100,0,5,5,5,2,6750,6,71,0,123820
71213083,2,1,1408,107600,0,4,5,2,2,6615,6,69,0,136320
71213084,3,1,1002,94400,0,4,5,2,2,6075,6,95,162400,143481
71213085,2,1,992,96500,0,5,5,2,1,6750,6,90,0,0
71213086,3,1,1464,108900,0,5,5,2,2,6750,6,95,0,0
71213087,3,1,1308,105100,1,5,5,2,2,6750,6,72,0,0
71213088,4,1,1176,101600,0,5,5,5,2,6750,6,74,0,0
71213089,4,1,1297,95000,0,4,6,2,1,6750,6,71,103550,132000
71213090,2,1,1332,115700,1,4,6,2,2,6750,6,71,220320,183260
71213091,3,1,1138,108000,0,5,5,2,1,6750,6,95,0,133875
71213092,3,1,1170,110500,0,4,5,2,2,6750,6,69,85490,0
71213093,3,1,1254,103700,0,5,5,2,2,6750,6,95,0,48000
71213094,2,1,1532,110600,0,5,5,2,2,6750,6,92,111240,136500
71213095,2,1,1554,94000,0,4,5,2,2,6750,6,70,116160,101600
71213096,4,1,1736,127800,0,5,6,5,2,6750,6,95,198800,0
71213097,2,1,1040,97800,0,4,5,2,2,6750,6,78,183340,0
71213098,2,1,1402,110400,0,4,5,2,2,7700,6,78,108442,0
71213099,3,2,1634,126900,0,5,6,5,2,7750,6,68,154760,240937.08
71213100,3,1,1302,106800,0,5,5,2,2,7750,6,100,0,159310
71213101,3,1,1189,103900,0,5,5,2,2,7800,6,47,0,179740
71213102,3,1,1702,117500,0,5,5,2,2,7800,6,93,227200,159960
71213103,3,1,1345,118800,0,4,6,2,2,7850,6,69,139920,169545
71213104,4,1,1758,119100,1,5,5,2,2,7850,6,92,230622,0
71213105,3,1,1252,106800,0,4,5,1,2,7900,6,70,138510,123000
71213106,3,1,1083,110400,0,4,6,5,2,7900,6,70,0,0
71213107,2,1,1019,95000,0,5,6,2,2,7950,6,95,154020,140800
71213108,2,1,1375,120100,1,4,6,2,2,7950,6,76,119500,0
71213109,3,1,1375,120000,0,4,6,2,1,7950,6,76,158620,137200
71213110,2,1,920,105400,0,5,6,2,1,8000,6,95,0,0
71213115,3,1,1279,107400,1,4,5,5,2,9300,6,65,107520,0
71213116,3,1,1335,109300,1,4,5,5,2,9300,6,65,0,0
71213117,3,1,1250,106700,1,4,5,5,2,9300,6,66,180561,95967.86
71213118,3,1,1318,120400,1,4,6,5,2,9920,6,65,0,0
71213119,3,1,1250,118000,1,4,6,5,2,10044,6,65,0,0
71213120,3,1,1335,111300,1,4,5,2,2,11098,6,65,198860,168300
71213121,4,1,2163,150400,1,6,6,5,2,13104,6,65,175260,215600
71213122,3,1,1516,119000,0,4,5,5,2,15210,6,65,199360,0
71213124,3,1,2322,147400,1,4,6,5,2,9300,6,65,0,0
71214001,4,1,1234,106100,0,5,5,1,2,7700,6,100,0,0
71214002,3,1,1358,118600,0,5,6,5,2,7650,6,78,75000,0
71214003,3,1,1745,118000,0,5,5,2,1,7650,6,70,0,0
71214004,3,1,1490,123500,0,5,6,2,2,7600,6,91,0,154207
71214005,2,1,1120,93700,0,5,4,2,2,7600,6,68,0,153230
71214006,3,1,1184,113400,1,5,6,2,2,7550,6,65,0,89310
71214007,3,1,1284,116600,0,5,6,2,2,7550,6,68,143100,225180
71214008,3,1,2012,123800,0,5,5,2,2,7500,6,95,59000,197780
71214009,3,1,1512,123500,0,5,6,2,2,7500,6,91,0,0
71214010,3,1,1478,122500,0,5,6,2,2,7450,6,91,0,0
71214011,3,1,1492,111700,0,5,5,2,2,7450,6,91,94920,0
71214012,3,1,1593,113700,0,5,5,2,2,7400,6,91,0,0
71214013,2,1,884,102500,0,5,6,5,2,7400,6,71,220100,169320
71214014,2,1,1326,117600,0,5,6,2,1,7350,6,70,154500,35400
71214015,2,1,1494,109900,0,5,5,2,2,7350,6,69,100300,0
71214016,4,1,1836,133500,2,5,5,5,2,7300,6,78,224105,0
71214017,2,1,1112,95000,0,5,5,2,2,7300,6,78,100700,0
71214018,3,1,1378,108400,1,5,5,2,2,7250,6,72,82820,0
71214019,3,2,1523,112100,0,5,5,5,2,7250,6,70,0,0
71214020,4,1,1820,130500,1,5,6,2,2,6750,6,85,0,0
71214021,2,1,790,83000,0,5,6,2,2,6750,6,85,0,0
71214022,2,1,741,87800,0,5,5,2,2,6750,6,78,0,0
71214023,2,1,1466,95000,0,5,6,2,2,6750,6,78,100700,0
71214024,2,1,872,101300,0,5,6,2,2,6750,6,71,154660,0
71214025,3,1,1536,98000,0,5,4,2,2,6750,6,84,0,53400
71214026,3,2,1312,116300,0,5,6,2,1,6750,6,81,0,0
71214027,2,1,756,95700,0,5,6,5,2,6750,6,71,0,115800
71214028,3,2,1320,116000,0,5,6,2,1,6750,6,71,0,0
71214029,3,1,1419,118700,0,5,6,2,2,6750,6,69,103000,163400
71214030,3,1,1297,115000,1,5,6,5,2,6750,6,72,0,0
71214031,2,1,1167,110500,0,5,6,2,1,6750,6,78,0,0
71214032,4,1,1411,107500,0,5,5,5,2,6750,6,77,206625,217445
71214033,3,1,1232,112700,0,5,5,2,2,6750,6,78,126690,164973
71214034,3,1,1267,114300,0,5,6,5,2,6750,6,77,155480,0
71214035,3,1,912,102300,0,5,6,2,1,6750,6,79,91000,82857.32
71214036,2,1,1792,129400,0,5,6,2,2,6750,6,92,172010,0
71214037,3,1,1064,98300,0,5,5,2,2,6750,6,62,166250,0
71214038,3,1,1220,112500,1,5,6,2,2,6750,6,71,0,172040
71214039,3,1,1344,105900,1,5,5,2,2,6750,6,91,125660,60420
71214040,4,1,1212,94000,1,5,6,5,2,6750,6,72,99640,0
71214041,3,1,1326,116000,0,5,6,2,2,6750,6,77,0,0
71214042,3,2,1008,92500,0,5,6,2,1,6750,6,77,103500,135527
71214043,2,1,768,81000,0,5,4,2,2,6750,6,73,0,0
71214044,3,1,1212,102600,0,5,5,2,2,6750,6,74,172360,171130
71214045,3,1,1482,120000,0,5,6,5,2,6750,6,78,0,0
71214046,3,1,1830,130700,0,5,6,2,2,6750,6,76,0,146060
71214047,2,1,943,94900,0,5,5,2,2,6750,6,98,54500,0
71214048,3,1,1264,114300,0,5,6,2,2,6750,6,71,0,12155
71214049,3,1,1534,122300,0,5,6,2,1,6750,6,71,118900,145715
71214050,3,1,1264,103500,0,5,5,2,2,6750,6,71,145040,134992
71214051,3,2,1305,111000,0,5,6,5,1,6750,6,68,0,189040
71214052,2,1,1376,106700,1,5,5,5,1,6750,6,79,100000,0
71214053,4,1,1704,126700,0,5,4,2,2,6750,6,110,0,122570
71214054,3,2,1605,125000,0,5,6,2,2,6750,6,76,159650,145624
71214055,3,1,1200,92500,0,5,6,2,2,6750,6,76,98050,179765
71214056,3,1,1452,108200,1,5,5,2,2,6750,6,76,145520,98470
71214057,3,1,1352,116200,0,5,6,5,2,6750,6,70,127360,0
71214058,4,2,1270,117200,0,5,6,5,2,8200,6,70,159040,119180
71214059,3,1,820,92800,0,5,5,2,2,8200,6,69,52039.18,40334.14
71214060,3,1,1494,108000,1,5,5,2,2,8200,6,100,117720,0
71214061,3,1,1379,110500,1,5,5,2,2,8150,6,71,77880,39334.12
71214062,5,1,1688,129700,2,5,6,5,2,8150,6,71,0,156520
71214063,3,1,1246,106600,1,5,5,2,2,8100,6,71,201912.5,0
71214064,3,1,1428,103900,0,5,6,2,2,8100,6,72,103040,182000
71214065,3,2,894,95400,0,5,5,5,2,8100,6,70,0,214600
71214066,4,3,1975,155900,1,5,7,2,1,8050,6,76,271040,141198
71214067,4,2,1689,130100,0,5,6,2,2,8050,6,94,176410,219915
71214068,3,1,1031,75000,0,5,4,2,2,8050,6,71,81750,127120
71214069,3,1,1419,110700,0,5,5,2,2,8000,6,69,117832,0
71214070,3,1,1080,110900,0,5,6,2,1,7950,6,73,120500,0
71214071,5,2,2208,129500,0,5,5,2,2,7950,6,89,97325,0
71214072,4,1,1230,115900,0,5,6,2,2,7950,6,70,132600,0
71214073,3,1,1296,107600,1,5,5,2,1,7900,6,71,0,0
71214074,3,1,1434,111200,1,5,5,2,2,7900,6,70,52576,0
71215006,3,2,1513,111300,0,5,5,2,2,7150,6,72,0,0
71214075,3,1,1751,119100,0,5,5,2,1,7850,6,71,0,0
71214076,3,1,1251,106800,0,5,5,2,2,7850,6,71,156200,0
71214077,3,1,1722,100000,1,5,5,5,2,7500,6,69,109000,0
71214079,3,1,1482,122500,0,5,6,2,2,7500,6,71,156880,67922.26
71214080,4,2,1391,133000,0,5,6,2,1,7500,6,71,155820,170000
71214081,2,1,1146,102800,0,5,5,5,2,7500,6,71,132440,117700
71214082,3,1,1421,109700,1,5,5,2,2,7500,6,93,171500,125846
71214083,3,1,1034,108000,0,5,6,2,2,7500,6,92,116050,0
71214084,3,1,1258,105600,1,5,5,2,2,7500,6,70,0,184175
71214085,3,1,1230,114600,0,5,6,2,2,7500,6,69,0,0
71214086,3,1,1462,121900,0,5,6,5,2,7500,6,74,166250,175570
71214087,4,1,1516,100400,1,5,4,2,2,7500,6,71,52710.56,65000
71214088,3,1,1472,122000,0,5,6,2,1,7500,6,75,163443,0
71214089,3,1,1404,109200,0,5,5,1,2,7500,6,91,217600,125100
71214090,4,1,1508,112000,1,5,5,5,2,7500,6,72,136275,0
71214091,4,1,1210,113900,0,5,6,2,2,7500,6,71,156880,226780
71214092,3,1,1100,101000,0,5,5,2,2,7500,6,71,0,169520
71214093,4,1,1725,130100,0,5,6,2,2,7500,6,76,224770,0
71214095,3,1,1380,128000,1,5,5,5,2,7500,6,71,143360,154580
71214096,3,1,1387,119500,0,5,6,2,2,7500,6,61,150640,0
71214097,4,1,1812,132000,0,5,6,2,2,7500,6,74,0,0
71214098,3,1,1798,131300,1,5,6,5,2,7500,6,71,123600,0
71214099,3,1,1248,88000,0,5,5,2,2,7500,6,75,0,0
71214100,3,1,1176,103200,0,5,5,2,2,7500,6,72,123380,0
71214101,3,1,1612,126200,1,5,6,5,2,7500,6,71,208760,192160
71214102,4,1,1727,113000,1,5,6,5,2,7500,6,71,123170,141360
71214103,3,1,1586,113900,1,5,5,2,2,7500,6,79,50985,48400
71214104,3,1,1080,83000,0,5,5,2,2,7500,6,74,87980,80660
71214105,3,1,1626,126400,0,5,6,2,1,7500,6,71,156975,0
71214106,3,2,1241,105300,0,5,5,1,2,7500,6,69,107800,108070
71214107,2,1,984,90700,0,5,5,1,2,7500,6,70,0,93810
71214108,3,1,1113,101300,0,5,5,2,2,7500,6,92,141960,0
71214109,3,1,1018,99100,0,5,5,2,2,7500,6,92,0,107625
71214110,3,1,1510,112300,1,5,5,2,2,7500,6,71,226562.5,0
71214111,3,1,1304,106600,0,5,5,2,1,7500,6,75,0,0
71214112,4,1,1520,112100,0,5,5,5,2,7500,6,75,0,0
71214113,3,1,1455,110600,0,5,5,2,2,7500,6,72,147200,192978
71214114,3,1,1214,88000,0,5,5,2,1,7500,6,72,93280,0
71214115,3,1,1250,105700,1,5,5,5,2,9300,6,65,0,0
71214116,3,1,1250,117200,1,5,6,5,2,9300,6,65,142780,137995
71214117,3,1,1732,119500,0,5,5,5,2,9300,6,65,135160,0
71214118,3,1,1424,67000,0,4,4,5,2,9300,6,65,73030,0
71214119,2,1,966,106600,0,5,6,5,2,9300,6,65,88500,81200
71214120,3,1,1252,110900,0,5,5,5,2,10850,6,65,0,95035
71215001,2,1,1194,98500,1,5,5,2,2,7200,6,95,141143,0
71215002,3,1,1152,102100,0,5,5,2,2,7200,6,76,0,119700
71215003,3,1,1152,102300,0,5,5,2,2,7200,6,76,150000,83533
71215004,2,1,1179,103300,0,5,5,2,2,7150,6,71,135749,0
71215005,2,1,1179,102900,0,5,5,2,2,7150,6,71,0,79350
71215007,4,1,2100,122400,0,7,5,2,1,7050,6,33,184140,0
71215008,2,1,1564,124000,0,5,6,5,1,7050,6,91,127200,0
71215009,3,1,1278,100000,1,5,5,2,1,7000,6,79,126500,106000
71215010,3,1,1182,96800,0,5,4,1,2,7000,6,90,56640,40535
71215011,2,1,1665,98200,0,5,5,2,1,6950,6,79,0,123840
71215012,3,1,1282,105500,0,5,5,5,2,6950,6,69,125370,124800
71215013,3,1,1080,110300,1,5,5,2,2,6900,6,75,91355,0
71215014,3,1,1152,101400,0,5,5,2,2,6900,6,75,129540,0
71215015,2,2,780,88700,0,5,5,2,2,6850,6,71,0,0
71215016,3,2,1190,77000,1,5,3,2,2,6850,6,79,62239,59950
71215017,3,1,1210,98500,0,5,5,2,1,5576,6,95,0,0
71215018,2,1,1232,109600,1,5,6,2,2,5576,6,44,0,118650
71215019,2,1,1056,95400,1,5,5,2,2,5848,6,79,0,119201
71215020,4,1,1479,104000,1,5,5,2,2,6750,6,69,0,0
71215021,3,1,1102,95000,0,5,5,2,2,6750,6,58,0,0
71215022,4,1,1215,112400,0,5,6,2,2,6750,6,71,76700,171965
71215023,4,1,1410,107600,0,5,5,2,2,6750,6,71,0,0
71215024,3,2,1252,103400,0,5,5,2,2,6750,6,77,0,0
71215025,2,1,1155,101200,1,5,5,2,2,6750,6,96,87560,0
71215026,2,1,972,95300,0,5,5,2,2,6750,6,91,0,0
71215027,1,1,640,59400,0,3,5,2,2,6750,6,100,0,0
71215028,3,1,1536,110900,0,5,5,5,2,6750,6,91,196250,169280
71215029,2,1,1125,100200,0,5,5,2,2,6750,6,79,165020,151360
71215030,2,1,1024,91900,0,5,5,2,2,6750,6,91,0,0
71215031,2,1,888,93700,0,4,5,2,2,6750,6,96,40875,37334.08
71215032,3,1,1288,95900,0,5,5,2,2,6750,6,93,172040,149600
71215033,3,1,1248,85000,1,5,5,2,2,6750,6,91,0,95200
71215034,3,2,1430,107800,0,5,5,2,2,6750,6,103,0,237140
71215035,3,2,1120,110700,0,5,6,2,2,6750,6,93,0,0
71215036,2,1,1128,100500,1,5,5,2,2,6750,6,80,0,0
71215037,3,1,768,114000,0,5,5,5,2,6750,6,76,128260,133100
71215038,2,1,1224,103000,1,5,5,2,2,6750,6,100,94803.5,0
71215039,2,1,1212,102900,0,5,5,5,2,6750,6,71,157760,0
71215040,3,1,1212,112000,0,5,6,5,2,6750,6,71,125800,0
71215041,4,2,1352,106500,0,5,5,5,2,6750,6,71,0,0
71215042,3,1,1170,101800,0,5,5,5,2,6750,6,71,48510.98,36300
71215043,1,2,1236,101300,0,5,5,2,1,7650,6,80,93318,153360
71215044,2,1,820,90600,0,5,4,2,2,6750,6,70,78795,134160
71215045,2,1,1296,82600,1,5,4,2,2,6750,6,95,132000,36050
71215046,4,2,1924,107500,0,5,5,5,2,6750,6,73,121370,78200
71215047,3,1,1200,101900,0,5,5,2,2,6750,6,76,0,80280
71215048,3,1,1424,107700,0,5,5,2,2,6750,6,76,97800,0
71215050,3,2,1431,108000,0,5,5,2,2,6750,6,70,0,214269
71215051,3,1,1158,101300,0,5,5,2,2,6750,6,71,112000,168640
71215052,3,1,1064,98200,0,5,5,2,2,6750,6,63,0,202760
71215053,3,1,1452,108300,0,5,5,2,2,6750,6,76,150290,0
71215054,3,1,1794,116000,1,5,5,2,2,6750,6,76,216936,0
71215055,4,3,1914,118600,0,5,5,2,2,6750,6,76,170815,166165
71215056,3,1,1551,124800,1,5,5,2,2,6750,6,76,147150,215840
71215057,3,1,1355,106400,0,5,5,2,2,6750,6,70,153670,0
71215058,2,1,864,94300,0,5,5,2,2,8600,6,93,0,0
71215059,3,1,1680,117600,1,5,5,2,2,8600,6,69,0,66867.06
71215060,2,1,1416,97400,0,5,5,2,1,8550,6,71,119480,188355
71215061,3,1,1398,110700,1,5,5,2,2,8550,6,71,0,208000
71215062,4,1,1656,117200,1,5,5,2,2,8500,6,71,0,131200
71215063,2,1,1416,97300,0,5,5,2,1,8500,6,71,85490,77880
71215064,3,1,1134,90000,0,5,5,2,2,8500,6,72,63720,39334.12
71215065,4,1,1556,114900,1,5,5,2,2,8450,6,71,211400,158760
71215066,2,1,1358,109900,0,5,5,2,2,8450,6,69,78400,0
71215067,3,2,1585,127900,0,5,6,2,2,8450,6,69,152000,158480
71215068,4,1,1441,111800,2,5,5,2,2,8400,6,73,0,142500
71215069,2,1,1597,115600,0,5,5,2,2,8400,6,71,0,74425
71215070,3,1,1237,106400,0,5,5,2,2,8350,6,71,84460,0
71215071,4,2,1683,78000,0,5,5,2,2,8350,6,69,0,82800
71215073,4,2,1913,136700,1,5,6,5,1,8300,6,70,153990,0
71215074,3,1,1386,110500,0,5,5,2,2,8300,6,69,129200,0
71215075,6,2,2816,142800,0,5,5,2,2,8300,6,100,152242,0
71215076,2,1,944,96900,1,5,5,2,2,8250,6,69,0,0
71215077,3,1,1424,109700,1,5,5,2,2,7500,6,75,134070,204980
71215078,3,2,1237,114400,0,5,5,2,2,7500,6,72,140000,0
71215079,3,1,1243,105300,0,5,6,2,2,7500,6,78,143170,72100
71215080,3,1,1268,50000,0,5,5,2,2,7500,6,96,187000,51500
71215081,3,1,1462,110800,0,5,5,2,2,7500,6,95,0,0
71215082,2,1,772,81500,1,5,4,2,2,7500,6,71,0,0
71215083,2,1,996,87200,0,5,4,2,2,7500,6,76,0,0
71215084,3,1,1212,104300,1,5,5,2,2,7500,6,71,122385,0
71215085,3,1,1170,102900,1,5,5,2,2,7500,6,71,161920,129310
71215086,2,1,860,92800,1,5,5,2,2,7500,6,79,0,0
71215087,3,1,1279,65000,0,4,4,2,2,7500,6,71,70850,0
71215088,4,2,2146,126600,0,5,5,5,2,7500,6,71,104030,0
71215089,3,1,1144,101900,0,5,5,2,2,7500,6,94,0,0
71215090,2,1,865,93200,0,5,5,2,2,7500,6,68,92000,0
71215091,3,1,1200,114300,0,5,6,2,2,7500,6,76,132000,0
71215092,3,1,1200,114200,0,5,6,2,2,7500,6,76,105225,0
71215093,4,2,1688,128600,0,5,6,2,2,7500,6,70,0,0
71215094,4,2,1592,111800,1,5,6,5,2,7500,6,71,118455,0
71215095,5,2,2115,140300,1,5,6,2,2,7500,6,75,238560,203587
71215096,3,1,1455,110400,2,5,5,2,2,7500,6,71,0,0
71215097,4,1,1447,110300,1,5,5,2,2,7500,6,70,206400,138960
71215098,3,1,1412,120100,0,5,6,2,2,7500,6,71,157070,0
71215099,3,1,1176,103300,0,5,5,2,1,7500,6,71,155210,131040
71215100,4,1,1623,114800,0,5,5,2,2,7500,6,70,143500,0
71216001,3,1,1507,107900,1,5,5,5,2,6210,6,41,143000,31220
71216002,3,1,1152,108500,0,5,6,2,2,6210,6,75,186635,163760
71216003,2,1,848,98500,0,5,6,2,2,6164,6,69,166250,115800
71216004,3,1,1282,108100,0,5,6,2,1,6432,6,75,0,0
71216005,2,1,1254,113000,0,5,5,2,2,6650,6,70,99910,0
71216006,3,1,1416,117700,0,5,6,2,2,6650,6,70,80240,0
71216007,4,1,1212,92000,0,5,5,2,2,5985,6,74,97520,128700
71216008,2,1,725,84400,0,5,5,2,2,5985,6,70,151755,145070
71216009,2,1,848,88800,0,5,5,2,2,5895,6,70,162495,149960
71216010,3,2,1254,110000,0,5,6,2,2,5895,6,69,95400,89768
71216011,3,1,1624,120400,1,4,6,5,2,5850,6,35,225102.5,243350
71216012,3,1,1072,105000,0,5,6,2,2,5850,6,91,183690,163930
71216013,3,1,1070,105200,0,5,6,2,2,5850,6,43,0,0
71216014,4,1,1431,107500,0,5,5,2,2,5805,6,70,0,99760
71216015,3,1,1232,106600,0,5,6,1,2,5805,6,90,0,107460
71216016,3,1,1273,110400,0,5,6,5,2,5760,6,77,164850,0
71216017,3,1,1431,104100,1,5,5,2,2,5760,6,69,0,143650
71216018,3,1,1230,109600,0,5,6,2,2,5715,6,69,149234,125795
71216019,3,1,1271,111400,0,5,6,2,2,6075,6,67,157325,0
71216020,2,1,870,81100,0,5,4,2,2,6075,6,69,0,0
71216021,2,1,1431,116200,1,5,6,2,1,6075,6,69,0,212520
71216022,5,2,1401,115400,0,5,6,2,2,6075,6,69,213539.6,190710
71216023,3,1,1508,107000,1,5,5,2,2,6075,6,69,0,0
71216024,3,1,946,101600,1,5,6,2,2,6075,6,69,196475,0
71216025,2,1,1105,97300,1,5,4,2,2,6075,6,79,105252,0
71216026,3,1,1160,108900,0,5,6,2,2,6075,6,61,59413,212670
71216027,2,1,794,87400,0,5,5,2,2,6075,6,71,110240,0
71216028,3,1,1464,117200,1,5,6,2,2,6075,6,71,162840,0
71216029,3,2,1440,120100,0,5,6,2,2,6750,6,70,0,0
71216030,2,1,725,95100,0,5,6,2,2,6750,6,77,0,0
71216031,3,1,1087,108300,0,5,6,2,2,6750,6,77,0,174400
