Parcel,Bedrooms,Bathrooms,Living_area,Total_Value,Half_Baths,Purchase_Date,Construction_Quality,Address1,Address2,Condition_Score,Garage_Type,Finished_Basement,Total_Land,First_Sale_Date,First_Sale_Price,Second_Sale_Date,Second_Sale_Price
82203009,3,1,1659,151900,1,1951,B+ / GOOD+,5700 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,46173,9/25/2019,198000,1/30/2012,147800
82203010,3,2,2224,197200,0,1962,B+ / GOOD+,5708 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,46173,10/31/1996,200000,10/30/1996,0
82203011,2,1,1134,125800,0,1942,C+ / AVERAGE+,649 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,N/A,40800,12/7/2016,0,12/1/2016,0
82203012,3,1,1648,142000,1,1954,C / AVERAGE,643 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,70131,6/7/2017,142000,9/16/1998,0
82203015,4,1,1413,144200,1,1952,C+ / AVERAGE+,599 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,103237,8/17/2001,130000,2/5/1996,0
82203016,2,1,999,133400,0,1950,C+ / AVERAGE+,595 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,102366,6/27/2017,0,5/12/2008,140000
82203017,3,1,3006,187100,0,1952,C+ / AVERAGE+,587 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,86508,3/15/2000,0,2/7/1985,0
82203018,4,1,1748,165000,0,1951,C+ / AVERAGE+,583 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,N/A,46200,10/2/1998,150000,10/2/1998,0
82203019,3,1,1402,150400,0,1956,C+ / AVERAGE+,569 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,No,85377,5/12/2005,170000,5/12/2005,0
82203020,4,2,1467,177000,0,1954,C / AVERAGE,559 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,19600,8/10/2001,0,11/10/1998,0
82203022,3,1,2064,189200,1,1951,C+ / AVERAGE+,591 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,101930,11/6/1997,160000,7/29/1988,0
82203024,4,2,1839,153600,0,1956,C+ / AVERAGE+,603 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,68824,6/26/2017,173000,6/26/2017,0
82203025,3,1,1560,139700,0,1953,C+ / AVERAGE+,579 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,No,43995,4/23/2001,159000,3/5/1998,145000
82203028,3,2,1324,137300,0,1956,C+ / AVERAGE+,615 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,No,30000,1/5/2018,0,1/6/2016,0
82203029,3,2,1356,137100,0,1956,C+ / AVERAGE+,621 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,30000,9/17/2002,0,9/17/2002,0
82203030,3,1,1386,152600,0,1956,C+ / AVERAGE+,627 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,No,30000,7/22/2005,210000,9/11/1985,0
82203031,3,1,1458,136300,1,1954,C+ / AVERAGE+,607 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,28800,8/26/1976,60000,1/1/1975,0
82203032,3,1,1621,132800,1,1959,C+ / AVERAGE+,575 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,43995,3/17/2008,80000,3/17/2008,80000
82203033,4,3,3873,433700,0,1989,B+ / GOOD+,600 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,40816,5/1/2019,325000,3/14/2005,0
82203034,3,2,2608,196800,1,1956,C+ / AVERAGE+,611 BISHOP RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,37745,6/16/2015,139900,1/29/2002,0
82203035,3,1,2294,175600,0,1948,C+ / AVERAGE+,5668 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,49215,4/7/1992,121500,11/23/1981,0
82203036,4,3,4648,486000,0,1989,B+ / GOOD+,596 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,39688,8/30/2010,0,12/18/2003,0
82203037,4,3,3606,425100,0,1989,B+ / GOOD+,592 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,39012,9/14/1989,284100,1/1/1989,0
82203038,4,3,3854,400000,0,1990,B+ / GOOD+,588 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,37614,11/30/2016,400000,6/15/2005,495000
82203039,4,3,3192,362900,0,1991,B / GOOD,584 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,39004,7/3/1989,70000,1/1/1989,0
82203041,4,2,3196,394000,1,1992,B+ / GOOD+,580 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20038,11/20/2017,425000,6/6/2013,365000
82203042,3,3,3526,428000,1,1989,B+ / GOOD+,5645 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,31076,10/26/2000,395000,2/16/1993,0
82203043,4,2,2682,352900,1,1991,B+ / GOOD+,5665 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,23940,5/6/2011,0,9/20/1999,0
82203044,4,2,2815,335500,1,1991,B+ / GOOD+,5685 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,17555,8/5/2010,0,7/27/2010,183334
82203045,3,2,2618,374100,0,1990,B+ / GOOD+,5667 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,22516,7/21/2000,358000,2/21/1991,259300
82203046,4,2,3069,381300,1,1990,B / GOOD,5651 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19079,11/14/1990,269300,6/4/1990,264000
82203047,4,3,3069,406100,1,1989,B+ / GOOD+,5635 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,29677,7/23/1997,345000,6/7/1991,0
82203048,4,3,4604,517500,1,1989,B+ / GOOD+,5619 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,45442,1/20/1998,499900,7/19/1989,70000
82203049,4,5,4514,517400,1,1990,B+ / GOOD+,5618 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,33981,7/13/2015,615000,8/27/2014,0
82203050,3,2,2919,407100,1,1990,B+ / GOOD+,5634 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20404,1/10/2014,0,11/7/1997,335000
82203051,5,3,4187,408500,1,1990,B+ / GOOD+,5650 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18879,7/9/2009,0,2/24/1992,317900
82203052,4,2,3190,418200,1,1989,B+ / GOOD+,5666 ASHLEY CIR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20883,11/18/1999,350000,5/4/1999,0
82204001,3,1,1134,120200,0,1954,C+ / AVERAGE+,5720 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,45738,5/1/2006,200000,11/5/2003,0
82204002,3,2,2242,185000,1,1952,C+ / AVERAGE+,5728 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,DETACHED,N/A,46173,10/24/2018,0,10/3/1994,131000
82204004,3,1,1401,145300,1,1954,C+ / AVERAGE+,5748 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,45738,6/14/2001,151000,10/20/1987,85000
82204005,2,1,1080,100700,0,1949,C / AVERAGE,5752 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",POOR,DETACHED,No,45738,9/12/2012,55000,4/24/1978,0
82204006,3,2,2454,275300,1,1989,B+ / GOOD+,572 PINEHURST RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,21000,10/26/2009,285000,7/30/2009,0
82204007,4,2,2496,256100,1,1974,B+ / GOOD+,586 PINE HURST RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18408,12/12/2017,0,11/9/2017,0
82204008,4,1,1695,144000,0,1954,C+ / AVERAGE+,5800 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18700,11/9/2015,0,10/18/1978,56500
82204009,3,2,2706,334000,1,2000,A / VERY-GOOD,5814 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,22648,9/13/2000,287000,1/1/2000,0
82204010,4,3,4894,579700,0,1998,B+ / GOOD+,5797 PINEHURST CT,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,21888,7/24/2003,0,1/1/1998,0
82204011,2,1,1672,167900,0,1954,C+ / AVERAGE+,5792 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,17680,6/5/2013,185000,6/24/2009,190000
82204012,3,2,2546,310700,1,2002,B / GOOD,528 PINEHURST RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,18000,5/31/2000,100000,1/16/1986,0
82204013,3,1,2428,127200,0,1946,C+ / AVERAGE+,5772 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",POOR,ATTACHED,No,22000,10/23/2002,0,5/21/2001,0
82204014,4,2,2993,381000,1,1989,B+ / GOOD+,592 PINEHURST RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,22546,1/15/2016,0,4/16/2007,0
82204015,3,2,1696,201100,1,1966,B / GOOD,5789 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,20792,4/7/2015,188000,4/25/2012,185000
82204016,4,2,2232,216100,1,1966,B / GOOD,5797 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,15990,7/23/2001,212000,8/20/1980,96000
82204017,3,1,2028,214400,1,1966,B / GOOD,5805 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,15920,7/24/2018,0,7/10/2018,0
82204018,3,1,1627,196100,1,1967,B / GOOD,5813 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,16000,2/22/2008,0,1/1/1975,0
82204019,3,1,1707,194900,1,1968,B / GOOD,5821 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,16000,7/13/2016,0,5/26/1978,0
82204020,4,2,1876,243200,1,1969,B+ / GOOD+,5829 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,16000,3/14/2008,284900,10/7/2004,315000
82204022,4,2,2732,247400,1,1974,B / GOOD,576 PINEHURST CT,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,18321,11/2/2005,321000,4/2/1985,0
82204023,4,2,2418,227400,1,1974,B+ / GOOD+,582 PINEHURST RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,BASEMENT,No,18414,11/19/2002,0,7/6/1978,110000
82204024,4,2,2513,245900,1,1976,B+ / GOOD+,588 RUTLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17300,3/22/1976,21500,1/1/1975,0
82204025,4,2,2508,276800,1,1976,B+ / GOOD+,592 RUTLAND RD,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,17400,7/20/2005,275000,1/12/1993,0
82204026,3,2,2524,272400,1,1977,B+ / GOOD+,596 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17400,4/19/2005,389000,11/27/2000,290000
82204027,3,3,2554,288600,1,1976,B / GOOD,600 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17400,3/8/2012,0,8/24/2010,317000
82204028,4,2,2340,244100,1,1976,B+ / GOOD+,604 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,17400,10/25/2005,0,10/14/1976,23600
82204029,4,2,2290,250300,1,1977,B+ / GOOD+,608 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17400,7/9/2018,0,5/20/1981,145000
82204030,4,2,2536,253300,1,1977,B+ / GOOD+,612 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,17400,12/16/2015,280000,7/22/1986,167000
82204031,3,1,3168,267000,2,1977,B+ / GOOD+,616 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,17400,8/12/2016,0,12/28/2010,217000
82204032,4,2,2436,245400,1,1977,B+ / GOOD+,620 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17675,8/23/2018,272000,8/23/2018,0
82204033,4,3,3296,299500,1,1977,B+ / GOOD+,624 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,22125,9/23/2011,0,8/25/2011,0
82204034,4,2,2680,268800,1,1977,B+ / GOOD+,625 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,21901,12/12/2008,0,4/2/1985,0
82204035,3,3,2584,258000,1,1977,B+ / GOOD+,621 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18200,2/7/2001,0,8/22/1978,121000
82204036,3,2,2486,271200,1,1977,B+ / GOOD+,617 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,18300,6/25/2002,239000,11/27/1990,0
82204037,4,2,2510,235000,1,1976,A / VERY-GOOD,613 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,18483,4/12/1991,0,8/4/1986,0
82204038,4,1,3266,271100,2,1977,B+ / GOOD+,609 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18300,9/29/2009,0,12/23/1997,0
82204039,4,2,2832,275700,0,1991,B+ / GOOD+,605 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18483,4/3/1985,0,8/25/1976,89000
82204040,4,3,2952,282300,1,1977,B+ / GOOD+,601 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18117,11/24/1993,233000,5/14/1993,0
82204041,4,2,2630,287500,1,1976,B+ / GOOD+,597 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,18300,10/27/1987,36000,7/29/1983,143500
82204042,3,2,2611,257000,1,1976,B+ / GOOD+,593 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18300,9/5/2006,0,9/5/2006,0
82204043,4,2,2451,265100,1,1977,B+ / GOOD+,589 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17654,8/13/2007,296000,5/2/1979,0
82204044,4,2,2485,258500,1,1977,B+ / GOOD+,585 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,19402,7/29/2005,295000,11/15/2004,0
82204045,4,1,3572,255500,1,1975,B+ / GOOD+,582 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,19625,5/17/2013,220000,2/21/1991,190000
82204046,4,2,2412,225900,1,1976,B+ / GOOD+,586 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18824,3/29/2001,240000,10/14/1994,218000
82204047,4,2,2244,245000,1,1975,B+ / GOOD+,590 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18281,1/9/1976,0,1/1/1975,0
82204048,4,2,2358,256900,1,1975,B+ / GOOD+,594 STURBGIDE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18462,8/31/2010,0,11/24/2008,280550
82204049,4,2,3272,270200,1,1975,B+ / GOOD+,598 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18281,2/5/1998,255000,8/29/1996,0
82204050,4,2,2432,271400,1,1975,B+ / GOOD+,602 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,18462,5/23/2002,0,3/1/1976,80000
82204051,4,3,3792,297100,1,1975,B+ / GOOD+,604 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18462,5/15/1990,200000,1/1/1975,0
82204052,4,2,2482,237000,1,1975,B+ / GOOD+,608 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18100,10/19/2018,0,10/19/2018,0
82204053,3,2,2524,240400,1,1977,B+ / GOOD+,612 STURBRIGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,17919,8/8/1991,177700,3/14/1991,0
82204054,3,1,1752,212200,1,1975,B / GOOD,616 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,18100,12/4/1996,0,9/15/1988,155000
82204055,4,2,2448,234100,1,1978,B+ / GOOD+,620 STURBRIDGE DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,20037,5/27/2005,0,10/25/1984,140000
82204056,4,3,2292,255000,0,1976,B+ / GOOD+,584 RUTLAND DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,19824,11/1/2017,264300,6/10/2004,287500
82204057,3,1,1971,150800,0,1946,C+ / AVERAGE+,5764 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,No,21600,11/30/2000,154800,3/3/1986,0
82204058,4,2,3001,366100,1,1990,B+ / GOOD+,589 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,18186,6/14/1990,251700,4/12/1989,0
82204059,4,2,2612,316000,1,1990,B+ / GOOD+,593 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,18312,10/28/2015,371000,8/17/1990,224100
82204060,4,2,3225,325000,1,1988,B+ / GOOD+,597 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,18791,12/12/2018,0,11/25/2014,0
82204061,4,2,3497,389200,1,1988,B+ / GOOD+,601 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19096,3/23/1989,249900,1/1/1988,0
82204062,4,3,3230,342000,1,1988,B+ / GOOD+,605 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,19105,11/13/2017,335000,10/29/2001,365000
82204063,4,3,2590,341700,0,1989,B+ / GOOD+,609 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19384,8/13/1997,0,8/3/1989,205700
82204065,4,2,3132,390900,1,1988,B+ / GOOD+,617 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,21658,12/30/1988,268000,11/8/1988,65000
82204066,4,2,2695,341000,1,1988,B+ / GOOD+,621 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,21758,7/3/1997,290000,9/21/1988,225200
82204067,4,3,3654,411400,0,1988,B+ / GOOD+,625 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,29267,8/26/1988,260600,3/18/1988,65000
82204068,4,2,3384,394900,1,1989,B+ / GOOD+,624 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,24842,9/11/1989,261000,1/1/1988,0
82204069,3,2,2383,333900,1,1989,B+ / GOOD+,620 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20603,3/28/2013,0,12/19/2011,0
82204070,4,3,3805,429300,1,1989,B+ / GOOD+,616 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20534,7/28/2006,440000,8/25/1997,380000
82204071,4,3,3074,381300,1,1988,B+ / GOOD+,612 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20534,5/27/1999,330000,5/27/1999,0
82204072,4,2,3094,342000,1,1989,B+ / GOOD+,608 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20534,4/20/1993,258500,4/28/1989,252800
82204073,4,3,4101,432900,1,1988,B+ / GOOD+,604 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20534,6/23/1997,327500,2/20/1997,0
82204074,4,3,3730,411500,1,1988,B+ / GOOD+,600 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20529,8/23/1999,0,3/27/1996,0
82204075,4,2,3465,400000,1,1988,B+ / GOOD+,596 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,20656,5/3/2002,0,8/31/1999,395800
82204076,3,2,2526,328400,1,1988,B+ / GOOD+,592 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20438,7/10/2017,343000,7/19/1994,240000
82204077,4,2,3076,384500,1,1988,B+ / GOOD+,588 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20913,12/1/2006,393000,2/16/1989,254400
82204078,4,2,3178,380000,1,1989,B+ / GOOD+,584 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,21701,9/29/1989,223200,3/14/1989,65000
82204079,4,2,3056,406300,1,1988,B+ / GOOD+,580 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,31023,6/28/1996,365000,4/16/1992,295900
82204080,4,2,2490,325000,1,1989,B+ / GOOD+,5703 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,17615,10/5/2017,325000,10/5/2017,0
82204081,3,2,2680,360900,1,1992,B+ / GOOD+,5719 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19122,3/15/1999,333500,8/5/1992,217700
82204082,3,2,3130,370400,1,1991,B+ / GOOD+,5735 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,22943,1/13/2006,398000,11/25/1991,223500
82204083,4,2,2998,354100,1,1989,B+ / GOOD+,5743 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,27150,10/27/2004,0,10/27/2004,387500
82204084,3,1,1577,141300,1,1955,C+ / AVERAGE+,5738 HIGHLAND RD,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,25086,5/15/1990,112000,1/1/1988,0
82204085,5,3,3959,458400,1,1990,B+ / GOOD+,581 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20720,12/28/2012,0,10/12/2012,247000
82204086,4,3,3166,356100,0,1990,B+ / GOOD+,585 HANFORD DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,20368,2/6/2006,405000,8/31/1990,260000
82204087,4,2,3078,382300,1,1989,B+ / GOOD+,585 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,21610,5/23/2017,0,5/18/2007,0
82204088,4,2,3302,389700,1,1990,B+ / GOOD+,589 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20721,11/7/1997,0,6/11/1990,264600
82204089,4,2,2568,350900,1,1989,B+ / GOOD+,593 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20373,2/9/1999,0,12/28/1989,227100
82204090,3,2,2594,345100,1,1989,B+ / GOOD+,597 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20129,3/29/1999,310000,4/13/1994,0
82204091,4,3,3899,432600,1,1990,B+ / GOOD+,601 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,20046,5/22/2018,417000,5/22/2018,0
82204092,3,2,3581,410500,1,1989,B+ / GOOD+,605 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19876,9/27/2016,447000,1/12/1999,0
82204093,4,3,2851,371200,1,1989,B+ / GOOD+,609 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19872,12/12/2016,0,10/19/2006,0
82204094,4,3,2888,364500,0,1990,B+ / GOOD+,613 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,No,19902,7/10/2015,385000,4/25/1990,238000
82204095,3,2,3210,325200,1,1989,B / GOOD,617 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19841,2/27/2007,0,1/1/1989,0
82204096,4,2,2864,358300,1,1989,B+ / GOOD+,621 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",AVERAGE,ATTACHED,N/A,19850,8/14/2002,368000,7/31/2001,0
82204097,3,2,3252,335000,1,1989,B+ / GOOD+,625 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,19815,5/22/2018,335000,10/24/2003,382500
82204098,5,2,3443,406800,1,1990,B+ / GOOD+,629 WILLIAMSBURG DR,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,23522,11/16/2009,0,12/1/1998,0
82204099,4,2,3380,356300,1,1999,A / VERY-GOOD,5789 PINEHURST CT,"HIGHLAND HEIGHTS, OH. 44143",VERY-GOOD,ATTACHED,N/A,26093,4/20/2018,375000,7/31/2013,368500
82204100,5,3,3719,405300,1,1998,B+ / GOOD+,5805 PINEHURST CT,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,27156,1/27/2000,399000,1/1/1998,0
82204101,4,3,3444,402700,0,1998,B+ / GOOD+,5813 PINEHURST CT,"HIGHLAND HEIGHTS, OH. 44143",GOOD,ATTACHED,N/A,26110,6/4/2013,0,6/15/2010,0
