Parcel,Bedrooms,Bathrooms,Living_area,Total_Value,Half_Baths,Purchase_Date,Construction_Quality,Address1,Address2,Condition_Score,Garage_Type,Finished_Basement,Total_Land,First_Sale_Date,First_Sale_Price,Second_Sale_Date,Second_Sale_Price
71222034,3,1,1620,133100,0,1944,B / GOOD,1350 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,8000,4/3/1985,0,10/10/1978,68500
71222035,3,2,1870,139700,0,1949,B / GOOD,1354 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,5600,1/17/2002,0,5/7/1991,0
71222036,3,1,1636,127800,1,1948,B / GOOD,1360 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,1/21/2015,80000,12/11/2014,80000
71222037,3,1,1824,143300,1,1949,B / GOOD,1364 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,2/22/1989,97900,1/19/1988,85000
71222038,3,1,1180,122100,0,1949,B / GOOD,1370 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,8/13/2007,135250,8/26/1976,42000
71222039,3,2,1952,170000,0,1950,B / GOOD,1369 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,7500,7/13/2016,170000,5/19/2003,137000
71222040,3,1,1792,138400,0,1950,B / GOOD,1363 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,7500,3/23/2009,0,8/24/2001,0
71222041,3,2,1480,133000,0,1949,B / GOOD,1359 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,7500,11/21/2016,133000,11/21/2016,0
71222042,3,1,1456,127900,0,1948,B / GOOD,1353 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,7500,9/16/1993,99500,3/23/1990,82500
71222043,3,1,1176,120400,0,1949,B / GOOD,1349 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7500,12/7/1992,89000,8/29/1988,74000
71222044,3,1,1692,133300,1,1949,B / GOOD,1343 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7500,10/12/2018,149000,4/29/2010,126500
71222045,3,1,1622,136800,0,1949,B / GOOD,1339 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,7500,7/27/2018,135000,7/15/2014,98900
71222046,3,1,1596,139500,1,1949,B / GOOD,1333 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,N/A,7200,12/27/1991,102500,12/5/1988,77500
71222047,3,1,1860,175400,1,1951,B / GOOD,1323 BRAINARD RD,"LYNDHURST, OH. 44124",FAIR,DETACHED,No,9610,4/20/2018,138000,1/4/2018,0
71222048,3,1,1842,140100,0,1951,B / GOOD,1317 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,10850,10/25/1996,129900,10/30/1985,75000
71222049,3,1,1492,131200,0,1951,B / GOOD,1307 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,10850,11/24/1986,70000,1/22/1982,0
71222052,4,1,1814,139700,1,1951,B / GOOD,1299 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,7750,4/13/1994,90000,10/27/1989,0
71223001,3,1,1797,131300,1,1951,B / GOOD,1267 FORD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,7/10/2019,185500,8/16/2005,180000
71223002,3,1,1444,135700,1,1950,B / GOOD,1263 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,10/17/2013,145500,6/10/2009,0
71223003,4,1,1744,144600,1,1951,B / GOOD,1259 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,5/30/1997,140000,8/3/1978,63500
71223004,4,1,1928,156900,1,1950,B / GOOD,1255 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9600,7/25/2013,88250,9/25/1998,0
71223005,3,1,1695,141800,1,1950,B / GOOD,1249 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7680,5/31/1990,107500,1/1/1975,0
71223006,4,1,1588,138600,1,1950,B / GOOD,1243 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7680,7/28/2006,169000,11/15/2004,137700
71223007,3,1,1442,134600,1,1950,B / GOOD,1239 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7680,8/5/2019,179900,9/20/2007,153000
71223008,4,1,1448,135700,1,1951,B / GOOD,1233 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7680,7/10/2019,160000,10/26/2007,157000
71223009,4,1,1753,143400,2,1950,B / GOOD,1227 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7680,8/1/1984,83500,1/1/1975,0
71223010,3,1,1662,141900,1,1950,B / GOOD,1223 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,9/20/2019,0,9/18/1990,108500
71223011,4,1,1540,138000,1,1951,B / GOOD,1217 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,8000,5/15/2001,159000,6/28/1993,0
71223012,4,1,1431,122800,1,1951,B / GOOD,1213 FORD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,3/8/2017,104000,5/17/2001,0
71223013,4,1,1978,151200,1,1952,B / GOOD,1207 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,8000,8/29/2019,0,11/5/2008,0
71223014,4,1,1591,130200,1,1952,B / GOOD,1203 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,8/24/2016,0,10/19/2015,0
71223015,4,1,1682,129600,1,1952,C+ / AVERAGE+,1199 FORD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,12/16/2015,161500,4/17/2015,70000
71223016,3,1,1739,144400,1,1952,B / GOOD,1193 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/10/2016,149900,7/16/2009,138500
71223017,4,1,1403,134800,1,1952,B / GOOD,1187 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/29/2018,156000,11/13/2009,139900
71223018,3,1,1442,135700,1,1952,B / GOOD,1183 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,12/22/2015,0,8/26/1985,78300
71223019,3,1,1286,118900,1,1953,C / AVERAGE,1179 FORD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,7680,7/27/2016,90500,10/7/2008,0
71223020,4,2,1401,126900,1,1954,C / AVERAGE,1180 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,7680,7/29/2019,150000,2/2/2018,0
71223021,3,1,1361,93500,1,1954,B / GOOD,1184 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/22/2015,93500,1/17/2014,0
71223022,3,1,1523,115000,1,1953,B / GOOD,1188 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,5/12/2017,85000,4/13/2015,0
71223023,3,1,1562,133800,1,1953,B / GOOD,1194 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,7/17/2017,0,7/10/2015,75000
71223024,3,1,1935,144700,1,1954,B / GOOD,1200 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/5/2014,0,9/30/2005,126300
71223025,3,1,1598,134800,1,1954,B / GOOD,1204 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,8000,8/31/2018,189500,2/11/2013,135000
71223026,3,1,1515,132100,1,1954,B / GOOD,1208 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,1/15/1988,78500,2/9/1987,0
71223027,3,1,1904,143800,1,1954,B / GOOD,1214 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,5/16/1997,0,9/1/1995,115000
71223028,4,1,1636,135800,1,1954,B / GOOD,1218 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,7/12/2007,0,5/4/1988,0
71223029,3,1,1555,139000,1,1954,B / GOOD,1224 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,7/23/2014,112500,8/10/2007,136000
71223030,3,1,2007,152300,1,1954,B / GOOD,1228 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,5/22/2015,129900,12/23/2013,95000
71223031,3,1,2014,147800,1,1954,B / GOOD,1234 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,10/14/1992,0,1/1/1975,0
71223032,3,1,1919,129000,1,1954,B / GOOD,1240 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,8/25/2016,129000,12/7/2015,0
71223033,3,2,1895,144000,1,1954,B / GOOD,1244 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,1/19/2016,188000,4/26/2012,150000
71223034,4,1,1630,126200,1,1954,C / AVERAGE,1250 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,6700,2/23/2015,95000,9/13/1994,0
71223035,3,1,1599,140100,1,1953,B / GOOD,1256 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,3/6/2012,67900,6/27/2011,0
71223036,4,2,1791,141700,1,1953,B / GOOD,1260 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,5/29/2003,166000,10/5/1999,0
71223037,4,1,2016,147900,1,1954,B / GOOD,1264 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8000,4/2/2018,135000,8/23/2016,115000
71223038,4,1,2276,148900,1,1954,B / GOOD,1268 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/11/2019,172274,9/19/1994,122000
71223039,3,1,1519,132300,1,1952,B / GOOD,1267 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,7750,2/14/2013,113000,5/12/2004,175000
71223040,3,1,1323,131600,1,1950,B / GOOD,1263 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7500,11/22/1996,86000,7/13/1984,60500
71223041,3,1,1786,130900,1,1954,B / GOOD,1259 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,7750,12/18/2015,130000,9/25/2015,0
71223042,4,1,1640,135900,1,1953,B / GOOD,1255 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,4/26/2019,141600,6/30/2004,0
71223043,4,1,1920,143700,1,1954,B / GOOD,1249 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,8/31/1998,116500,5/29/1984,69000
71223044,4,1,1805,140700,2,1954,B / GOOD,1243 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,6/1/1988,91000,4/16/1986,82000
71223045,3,1,1722,138000,1,1954,B / GOOD,1239 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,8/1/1986,80000,3/10/1977,48600
71223046,4,1,2030,147200,2,1954,B / GOOD,1233 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,8/25/2011,0,7/28/2006,0
71223047,3,1,1910,143400,1,1954,B / GOOD,1227 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,7/22/1994,106000,7/16/1979,73000
71223048,4,1,1912,143500,2,1954,B / GOOD,1223 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,4/28/2014,0,5/22/2003,156500
71223049,4,1,1754,139400,2,1953,B / GOOD,1217 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,9/28/2007,103000,4/30/2004,195000
71223050,3,1,1511,132000,1,1953,B / GOOD,1213 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,5/19/2010,80000,11/6/1985,0
71223051,3,1,1707,137500,1,1954,B / GOOD,1207 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,5/16/1984,75900,6/3/1977,53000
71223052,3,1,1416,129400,1,1954,B / GOOD,1203 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,5/5/2014,96000,4/5/1999,0
71223053,3,1,1511,130300,1,1953,B / GOOD,1199 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,7750,11/4/2008,108000,12/3/1982,0
71223054,3,1,1747,135700,1,1953,B / GOOD,1193 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,5/15/1984,74000,12/22/1981,0
71223055,4,1,1709,132300,1,1954,B / GOOD,1187 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7750,3/7/1996,0,7/10/1990,0
71223056,3,1,1978,130000,1,1954,B / GOOD,1183 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8680,12/5/2017,0,6/13/2014,98000
71223057,4,1,1906,141900,1,1955,B / GOOD,1179 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,7440,5/31/2012,130000,6/20/2007,159000
71223058,4,1,1802,160600,1,1951,B / GOOD,1180 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11147,1/25/1993,131400,11/30/1981,73000
71223059,4,1,1601,140400,1,1951,B / GOOD,1186 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8007,11/16/2015,140000,9/19/2008,166900
71223061,3,2,2173,159100,1,1951,B / GOOD,1194 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8424,6/10/2010,155000,10/15/2003,0
71223062,4,1,1458,124800,1,1951,C / AVERAGE,1198 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,7956,4/27/2012,123000,6/25/1993,115000
71223063,4,1,1905,152000,1,1951,B / GOOD,1202 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8580,8/29/2008,174500,8/23/2007,0
71223064,5,1,1967,153600,1,1951,B / GOOD,1208 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8525,8/22/2001,174900,7/22/1999,150000
71223065,4,2,1704,145600,1,1951,B / GOOD,1212 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8470,6/26/2000,162000,8/26/1996,139000
71223067,4,1,1651,131500,1,1951,C / AVERAGE,1220 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8470,2/5/1985,0,10/31/1975,0
71223068,4,2,1524,129400,1,1951,B / GOOD,1224 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,7315,4/15/2014,180000,10/19/2007,0
71223069,3,1,1419,136800,0,1951,B / GOOD,1230 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8415,6/13/2003,145000,5/7/2003,0
71223070,4,1,1971,138000,0,1950,B / GOOD,1234 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8415,6/27/2001,139900,8/19/1996,0
71223071,4,1,1376,139200,1,1957,C+ / AVERAGE+,1244 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8360,11/22/2016,147000,2/23/2009,0
71223073,4,1,1815,148400,1,1950,B / GOOD,1248 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8305,8/28/1998,150000,6/13/1986,85500
71223074,3,1,1644,143300,1,1951,B / GOOD,1252 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8305,12/16/2005,0,5/6/2004,165500
71223075,4,1,1534,140000,1,1950,B / GOOD,1256 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8250,3/7/2012,120000,10/25/1990,0
71223076,4,1,1478,138600,1,1951,B / GOOD,1260 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8250,10/29/2014,149500,10/21/1998,135000
71223078,4,1,1452,132800,1,1950,B / GOOD,1268 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8195,11/30/2015,115000,8/27/2007,158000
71223079,4,1,1713,136900,1,1950,C / AVERAGE,1267 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,9240,7/8/2004,161000,6/17/2004,0
71223080,4,1,1683,132400,1,1950,C / AVERAGE,1259 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8470,9/7/2012,0,8/9/2012,0
71223081,4,1,1447,137900,0,1951,B / GOOD,1255 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8525,7/18/2017,0,7/18/2017,0
71223082,3,1,1426,102300,1,1935,C / AVERAGE,1251 CROYDEN RD,"LYNDHURST, OH. 44124",FAIR,DETACHED,No,8525,4/24/2009,0,9/12/2005,180000
71223084,5,1,2485,168000,1,1930,B / GOOD,1247 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,8525,11/15/1983,41900,11/15/1983,41000
71223085,4,2,1551,141200,1,1950,B / GOOD,1243 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8580,10/3/2008,150000,8/21/2003,145000
71223086,3,1,1800,152000,1,1950,B / GOOD,1233 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9360,8/21/2009,0,12/31/2002,149000
71223088,3,1,1341,136600,1,1929,B / GOOD,1229 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8580,6/22/2018,130000,6/2/2003,160000
71223089,4,1,1402,136900,1,1950,B / GOOD,1223 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8580,9/2/1977,57500,1/1/1975,0
71223090,3,1,1748,151000,1,1950,B / GOOD,1219 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9420,2/5/2019,74500,4/3/2018,150000
71223091,4,1,1815,149200,1,1950,B / GOOD,1211 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8635,3/30/2005,194000,3/14/1989,0
71223092,5,1,1800,148300,1,1951,B / GOOD,1207 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8478,6/26/2008,157500,1/30/1979,0
71223094,4,1,1256,131900,1,1951,B / GOOD,1201 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8478,10/29/1999,144000,3/22/1985,0
71223096,4,1,2148,159600,1,1951,B / GOOD,1187 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,8532,4/24/2009,165000,10/13/2000,175000
71223098,4,1,1560,140900,1,1951,B / GOOD,1185 CROYDEN RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8532,3/22/2017,0,4/3/2008,0
71223099,4,1,1761,139800,1,1951,C / AVERAGE,1179 CROYDEN RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,9796,10/29/2013,0,4/15/1982,80000
71223100,2,1,1098,125600,1,1953,C+ / AVERAGE+,5656 SHELDON RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,27790,3/16/2017,70400,12/1/2016,0
71223101,4,2,2119,169400,0,1953,C / AVERAGE,5674 SHELDON RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,25728,11/5/2007,0,10/2/1989,0
71223102,4,2,2404,178000,0,1953,C+ / AVERAGE+,5694 SHELDON RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,26532,12/2/2011,0,7/25/2001,183000
71223103,4,2,3160,335100,1,1992,B+ / GOOD+,1219 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,20760,7/1/2013,346000,12/26/1991,59900
71223104,4,2,2316,270300,1,1991,B+ / GOOD+,1256 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,10964,9/15/1993,185900,9/10/1991,55000
71223105,3,2,1978,260300,0,1992,B+ / GOOD+,1250 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10981,9/18/2003,255000,6/21/2001,0
71223106,4,2,2306,250000,1,1991,B+ / GOOD+,1244 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,10981,7/31/2017,0,1/23/1992,182300
71223107,3,2,1676,225000,1,1992,B+ / GOOD+,1238 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10989,8/10/2018,0,4/25/2017,225000
71223108,4,3,2512,285700,0,1991,B+ / GOOD+,1232 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,13033,8/16/2019,350000,10/26/2016,320000
71223109,4,2,2742,267600,1,1994,B / GOOD,1226 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,15533,4/13/1994,225000,10/13/1993,61000
71223110,2,2,2602,240000,1,1997,B+ / GOOD+,1220 RAE RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,15672,7/2/2014,222000,7/12/2005,310000
71223111,4,2,2346,252900,2,1993,B+ / GOOD+,1225 RAE RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,17802,7/30/1993,187500,12/31/1992,55000
71223112,4,2,2163,269900,1,1994,B / GOOD,1231 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,13978,2/4/2009,0,1/27/1995,203400
71223113,3,2,1714,251900,0,1992,B+ / GOOD+,1237 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11077,1/30/2002,210000,10/24/2000,0
71223114,3,2,2390,271600,1,1994,B+ / GOOD+,1243 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,10942,12/30/2013,0,11/29/1996,218000
71223115,4,2,2635,257000,1,1994,C / AVERAGE,1249 RAE RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,10942,9/7/1994,229500,9/30/1993,0
71223116,4,2,2427,235000,1,1994,B+ / GOOD+,1255 RAE RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,10942,11/5/2019,0,3/22/1994,55000
71224001,4,1,1428,132000,1,1952,B / GOOD,1167 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9920,3/15/2017,132000,9/30/2008,154000
71224002,4,1,1611,140600,1,1952,B / GOOD,1163 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/14/1994,112000,10/25/1984,0
71224003,4,1,1503,137100,1,1952,B / GOOD,1155 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,9/10/2019,177000,1/18/2001,127000
71224004,4,1,1781,145300,1,1952,B / GOOD,1151 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,7/11/2019,170000,6/11/2009,145000
71224005,4,1,1881,148700,1,1951,B / GOOD,1147 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,4/2/1984,80500,1/1/1975,0
71224006,3,1,2028,152800,2,1956,B / GOOD,1143 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,4/3/1985,0,11/9/1978,71500
71224007,4,1,1840,147100,1,1956,B / GOOD,1135 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,5/28/1992,119000,10/4/1982,0
71224008,3,1,1584,140000,1,1953,B / GOOD,1131 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,8/11/2005,181000,4/29/1997,128000
71224010,3,2,1540,138900,1,1954,B / GOOD,1121 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,6/2/2014,146000,7/20/2006,145000
71224011,3,1,1344,132300,1,1953,B / GOOD,1115 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,1/18/2019,123000,6/2/1994,0
71224012,3,1,1372,133200,1,1953,B / GOOD,1111 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,10/9/2008,112000,1/1/1975,0
71224013,3,1,1805,146400,1,1953,B / GOOD,1107 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,8000,6/20/2016,140000,12/2/1999,0
71224014,3,1,1409,134500,1,1953,B / GOOD,1103 FORD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8000,9/13/2018,167526,12/30/2013,0
71224015,3,1,1604,141800,1,1954,B / GOOD,1104 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9600,10/26/2011,0,12/6/2006,0
71224016,3,1,2035,145000,1,1956,B / GOOD,1108 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8800,2/27/1987,86000,12/1/1978,79000
71224017,4,2,1923,148100,1,1954,B / GOOD,1112 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8800,8/15/2001,0,8/15/2001,0
71224018,3,2,1784,147200,1,1954,B / GOOD,1122 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9600,3/26/2019,151000,9/27/2016,0
71224020,4,1,2003,160200,1,1954,B / GOOD,1128 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,11200,1/22/2007,174000,3/15/1985,0
71224021,4,2,2502,176900,1,1953,B / GOOD,1132 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,12000,9/30/1988,0,1/1/1975,0
71224022,4,2,2312,174000,1,1953,B / GOOD,1144 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,16000,3/18/2002,0,7/2/1992,125000
71224025,4,1,2011,164300,1,1952,B / GOOD,1152 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,6/1/1988,107500,3/25/1987,100000
71224026,3,1,2215,169400,1,1952,B / GOOD,1156 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12000,11/5/2003,0,10/18/1988,100000
71224028,4,1,1929,153000,1,1952,B / GOOD,1168 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,13920,11/8/2016,115000,1/1/1975,0
71224029,3,1,2158,154100,1,1957,B / GOOD,1167 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8680,3/26/2007,0,7/27/1992,0
71224031,4,2,2475,177600,1,1956,B / GOOD,1155 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11780,5/15/2018,224900,6/18/2013,84700
71224032,3,2,2193,121000,1,1953,B / GOOD,1151 BRAINARD RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,11625,5/31/2019,154900,4/8/2011,105000
71224033,3,1,1744,145100,1,1954,B / GOOD,1143 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9300,7/1/2016,165000,8/2/2011,0
71224035,5,2,1961,151200,1,1954,B / GOOD,1135 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9300,6/30/2015,132500,1/1/1975,0
71224036,3,2,2288,160700,1,1954,B / GOOD,1131 BRAINARD RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,9300,5/17/1991,108500,1/1/1975,0
